Date,Price,Open,High,Low,Vol.,Change %,Symbol
27-03-2023,629.1,638,644.85,625.5,5.62M,-1.39%,APSE
24-03-2023,638,658.2,660.65,633.95,6.07M,-2.59%,APSE
23-03-2023,654.95,655,667.35,652.05,4.49M,-0.33%,APSE
22-03-2023,657.15,669.9,671.9,654.15,4.46M,-1.15%,APSE
21-03-2023,664.8,671.5,674.4,661.2,5.01M,-0.29%,APSE
20-03-2023,666.75,671,677.75,659.3,5.25M,-2.00%,APSE
17-03-2023,680.35,688.5,691.75,671.3,7.63M,0.11%,APSE
16-03-2023,679.6,686.9,692.35,675.15,12.99M,0.04%,APSE
15-03-2023,679.35,661.55,687.85,657.25,15.51M,3.80%,APSE
14-03-2023,654.5,681.2,684.55,638.6,18.15M,-3.92%,APSE
13-03-2023,681.2,703.7,710.55,677.15,9.69M,-2.38%,APSE
10-03-2023,697.8,684.8,701.75,680.65,12.14M,0.08%,APSE
09-03-2023,697.25,713.9,716.6,686,17.04M,-2.08%,APSE
08-03-2023,712.05,700,715,682,20.23M,3.08%,APSE
06-03-2023,690.75,690,722.75,681.1,37.44M,0.89%,APSE
03-03-2023,684.65,663,704,650.55,42.83M,9.91%,APSE
02-03-2023,622.9,603.95,625,585.6,21.08M,3.45%,APSE
01-03-2023,602.1,598,616,594.6,18.66M,1.63%,APSE
28-02-2023,592.45,563,614.45,551.95,25.36M,5.42%,APSE
27-02-2023,562,559,571.95,553.1,8.48M,0.55%,APSE
24-02-2023,558.9,557,565.9,543.2,8.63M,1.28%,APSE
23-02-2023,551.85,539.5,558.15,533.65,10.71M,0.87%,APSE
22-02-2023,547.1,583.5,583.55,540,10.99M,-6.19%,APSE
21-02-2023,583.2,585,593.8,579.2,7.70M,0.60%,APSE
20-02-2023,579.7,567.3,581.65,560,9.51M,0.18%,APSE
17-02-2023,578.65,579,586,569.1,8.88M,0.25%,APSE
16-02-2023,577.2,580,590.8,573.3,9.91M,1.43%,APSE
15-02-2023,569.05,567.8,578.85,561.9,9.26M,0.70%,APSE
14-02-2023,565.1,551,581.25,538.3,17.98M,2.06%,APSE
13-02-2023,553.7,587.9,596.1,537.4,19.53M,-5.18%,APSE
10-02-2023,583.95,573.6,599.9,560,12.53M,0.28%,APSE
09-02-2023,582.3,587.25,589,546.2,22.49M,-2.83%,APSE
08-02-2023,599.25,564,605,563,31.11M,8.33%,APSE
07-02-2023,553.15,550,598.45,543,46.65M,1.41%,APSE
06-02-2023,545.45,498,548.7,476.7,38.36M,9.34%,APSE
03-02-2023,498.85,459,507,395.1,89.66M,7.87%,APSE
02-02-2023,462.45,510,534,424.05,115.52M,-6.60%,APSE
01-02-2023,495.15,627,629,459.5,46.56M,-19.18%,APSE
31-01-2023,612.65,600,626.9,588.1,33.27M,2.62%,APSE
30-01-2023,597,620,656.6,566.95,58.26M,0.01%,APSE
27-01-2023,596.95,699,699.85,537,64.19M,-16.29%,APSE
25-01-2023,713.15,753,756.9,706,17.09M,-6.31%,APSE
24-01-2023,761.2,769.15,774,758,3.01M,-1.02%,APSE
23-01-2023,769.05,778.35,778.35,762.4,4.28M,-0.70%,APSE
20-01-2023,774.45,776,786.6,772.45,3.33M,-0.21%,APSE
19-01-2023,776.05,783.95,783.95,771.75,5.09M,-1.33%,APSE
18-01-2023,786.5,784,795.85,776.6,5.59M,0.22%,APSE
17-01-2023,784.75,788.35,791.45,778.1,2.95M,-0.29%,APSE
16-01-2023,787.05,797,797.5,784.4,3.60M,-0.96%,APSE
13-01-2023,794.65,795.6,800.25,786,4.06M,0.21%,APSE
12-01-2023,792.95,796.7,799.45,786.1,2.67M,-0.44%,APSE
11-01-2023,796.45,800,803.1,789.05,3.62M,0.01%,APSE
10-01-2023,796.4,817,820.65,781.1,4.55M,-2.48%,APSE
09-01-2023,816.65,810.45,820.25,809.1,2.04M,1.31%,APSE
06-01-2023,806.1,819.9,824.4,803.5,2.89M,-1.65%,APSE
05-01-2023,819.6,814.05,821.6,797,3.12M,1.19%,APSE
04-01-2023,810,820.8,822,806.5,3.26M,-1.27%,APSE
03-01-2023,820.45,822.25,826.4,817.8,2.17M,-0.22%,APSE
02-01-2023,822.3,823,826.75,816.3,2.04M,0.51%,APSE
30-12-2022,818.1,822.45,826.75,815.6,3.25M,-0.18%,APSE
29-12-2022,819.55,807,822.5,799.55,5.31M,1.14%,APSE
28-12-2022,810.35,815.75,817,808.8,3.62M,-0.83%,APSE
27-12-2022,817.15,810.1,821.2,798.1,4.87M,1.38%,APSE
26-12-2022,806.05,798,812,785.3,7.21M,1.50%,APSE
23-12-2022,794.1,853,853.95,790.2,9.11M,-7.33%,APSE
22-12-2022,856.9,864.7,874.3,845.55,5.52M,-0.09%,APSE
21-12-2022,857.65,887,893,851.55,4.66M,-3.01%,APSE
20-12-2022,884.25,894.1,895.3,871.3,4.02M,-0.96%,APSE
19-12-2022,892.85,860.45,896,859.6,5.21M,3.77%,APSE
16-12-2022,860.45,882.95,890.95,854.4,7.79M,-2.66%,APSE
15-12-2022,883.95,900.25,906.95,880.35,3.68M,-1.84%,APSE
14-12-2022,900.55,897.2,908.5,891.65,4.93M,0.64%,APSE
13-12-2022,894.8,884.95,898,881.3,3.82M,1.53%,APSE
12-12-2022,881.3,892.05,894.85,878.55,3.41M,-1.06%,APSE
09-12-2022,890.75,896.05,912,882.2,6.98M,-0.24%,APSE
08-12-2022,892.9,888,898.5,887.35,2.82M,0.69%,APSE
07-12-2022,886.75,897.8,902.5,884.8,2.87M,-1.08%,APSE
06-12-2022,896.45,893.8,902.3,886,4.84M,0.37%,APSE
05-12-2022,893.15,891.6,896.5,878.55,3.97M,0.56%,APSE
02-12-2022,888.2,894,903.6,884.25,6.28M,-0.26%,APSE
01-12-2022,890.55,884.75,896.5,882,4.49M,1.08%,APSE
30-11-2022,881,878.9,884.15,873.3,3.80M,0.32%,APSE
29-11-2022,878.2,878,891.8,874.65,3.66M,-0.05%,APSE
28-11-2022,878.6,876,885.25,873.5,4.17M,-0.11%,APSE
25-11-2022,879.6,877,881,872.1,5.08M,0.34%,APSE
24-11-2022,876.65,873.9,882.5,868.3,5.11M,0.35%,APSE
23-11-2022,873.6,885.45,887.5,866.65,5.32M,-1.00%,APSE
22-11-2022,882.45,871.6,885.75,870.5,5.47M,1.24%,APSE
21-11-2022,871.6,885,888,869,6.11M,-1.95%,APSE
18-11-2022,888.9,892.05,894.9,879.6,5.38M,-0.22%,APSE
17-11-2022,890.85,886,897.7,880.5,5.19M,0.39%,APSE
16-11-2022,887.35,915,916,874.4,11.50M,-2.16%,APSE
15-11-2022,906.9,898.9,915.5,895,10.68M,1.32%,APSE
14-11-2022,895.05,895,907.5,885,7.65M,0.06%,APSE
11-11-2022,894.5,905,907.8,890.8,8.78M,0.12%,APSE
10-11-2022,893.45,894,898,876.3,9.91M,0.30%,APSE
09-11-2022,890.8,859.5,901,859,20.09M,4.43%,APSE
07-11-2022,853,867.2,869,845.55,8.00M,-1.15%,APSE
04-11-2022,862.9,837,867,832,11.13M,3.48%,APSE
03-11-2022,833.85,825,837.8,823.5,6.63M,0.05%,APSE
02-11-2022,833.4,850,850,829,11.86M,-1.00%,APSE
01-11-2022,841.8,827.7,844.9,823.55,7.77M,2.22%,APSE
31-10-2022,823.55,824,831,819.5,4.49M,0.40%,APSE
28-10-2022,820.3,824,834.8,817.3,6.90M,-0.12%,APSE
27-10-2022,821.25,805,824,795,7.11M,2.61%,APSE
25-10-2022,800.35,806.7,812.75,797.1,4.49M,-0.64%,APSE
24-10-2022,805.5,808,810,802,665.02K,0.48%,APSE
21-10-2022,801.65,824.2,824.2,799.4,5.27M,-2.24%,APSE
20-10-2022,820.05,801,822.25,795.05,4.48M,1.86%,APSE
19-10-2022,805.05,814,823.45,801.15,5.22M,-0.60%,APSE
18-10-2022,809.95,791.45,815,790.5,7.37M,3.02%,APSE
17-10-2022,786.2,782.1,789.95,771.65,4.60M,0.78%,APSE
14-10-2022,780.1,804,806.6,778.25,4.56M,-0.59%,APSE
13-10-2022,784.75,807,811.75,777,7.49M,-2.38%,APSE
12-10-2022,803.9,801,806.5,786.35,5.63M,0.82%,APSE
11-10-2022,797.35,814,820.6,795.25,6.19M,-1.33%,APSE
10-10-2022,808.1,807.5,813.95,799,4.64M,-1.08%,APSE
07-10-2022,816.9,821,826,806.35,6.09M,-0.87%,APSE
06-10-2022,824.1,832.9,835,822.3,6.18M,0.13%,APSE
04-10-2022,823.05,804,826.3,790.1,10.45M,4.93%,APSE
03-10-2022,784.4,821,834.4,773.15,12.90M,-4.42%,APSE
30-09-2022,820.65,822.5,830.45,801,10.41M,0.52%,APSE
29-09-2022,816.4,839,847.5,813.05,7.48M,-1.29%,APSE
28-09-2022,827.1,835.9,847,823.35,7.04M,-2.03%,APSE
27-09-2022,844.2,861,875,833.8,11.60M,-2.22%,APSE
26-09-2022,863.4,909,909.9,855.25,9.88M,-5.52%,APSE
23-09-2022,913.8,950,950.85,910.15,6.65M,-3.47%,APSE
22-09-2022,946.65,933.9,953.5,928.05,8.86M,1.47%,APSE
21-09-2022,932.9,974,976.1,917.1,13.18M,-3.85%,APSE
20-09-2022,970.25,974.2,987.85,967,7.54M,1.11%,APSE
19-09-2022,959.6,942.9,972.6,935.3,7.92M,2.28%,APSE
16-09-2022,938.2,970.25,976.45,926.15,10.71M,-3.13%,APSE
15-09-2022,968.55,955,972.7,950.4,8.70M,2.18%,APSE
14-09-2022,947.85,941,958.8,939,8.50M,-0.10%,APSE
13-09-2022,948.8,946,953.9,933,9.65M,1.10%,APSE
12-09-2022,938.5,914.7,942,911,12.57M,3.49%,APSE
09-09-2022,906.85,888.8,925,887,18.37M,2.46%,APSE
08-09-2022,885.05,880.6,888.4,867,7.94M,1.16%,APSE
07-09-2022,874.9,847,878.75,845.1,8.93M,2.89%,APSE
06-09-2022,850.35,854.7,858.55,844.05,3.38M,-0.06%,APSE
05-09-2022,850.9,854.95,864.9,848.2,5.43M,-0.12%,APSE
02-09-2022,851.95,842,860.9,838.05,8.84M,1.69%,APSE
01-09-2022,837.8,841.8,846.55,831.35,3.89M,-0.52%,APSE
30-08-2022,842.15,844,860.6,838.7,9.49M,0.69%,APSE
29-08-2022,836.4,815.1,844.6,815,6.65M,-0.16%,APSE
26-08-2022,837.7,821,845,817.65,8.51M,2.66%,APSE
25-08-2022,816,840.5,842.35,812.3,6.29M,-2.43%,APSE
24-08-2022,836.3,830.25,838.15,817.1,6.56M,0.46%,APSE
23-08-2022,832.5,835.8,857.2,806.1,13.52M,-0.92%,APSE
22-08-2022,840.25,876.2,891.9,837.35,14.69M,-3.62%,APSE
19-08-2022,871.8,837.25,883.9,833.95,24.51M,4.65%,APSE
18-08-2022,833.05,824.75,836.45,820.45,3.84M,1.01%,APSE
17-08-2022,824.75,827.35,831.95,821.15,3.69M,0.07%,APSE
16-08-2022,824.15,792.3,826,791.15,6.82M,4.54%,APSE
12-08-2022,788.35,793.5,799.7,785.5,2.28M,-0.56%,APSE
11-08-2022,792.75,794.7,799.9,788.3,2.14M,0.28%,APSE
10-08-2022,790.55,803,808,778.3,5.54M,-1.38%,APSE
08-08-2022,801.65,812.9,823,795.35,7.52M,-1.06%,APSE
05-08-2022,810.25,811.1,818.7,805.5,2.81M,0.37%,APSE
04-08-2022,807.25,811.05,820.5,796.5,4.64M,0.01%,APSE
03-08-2022,807.2,802.8,809.9,795.35,3.33M,0.61%,APSE
02-08-2022,802.3,800.85,810.4,795,4.39M,0.13%,APSE
01-08-2022,801.25,770,804,765.05,6.46M,4.92%,APSE
29-07-2022,763.7,769,775.65,758.85,3.18M,-0.10%,APSE
28-07-2022,764.5,763.65,768.6,757.65,2.70M,0.51%,APSE
27-07-2022,760.65,748.7,762.2,747.05,2.54M,1.54%,APSE
26-07-2022,749.1,749.9,753.5,745,1.80M,-0.11%,APSE
25-07-2022,749.95,757,757.25,746.05,1.59M,-0.57%,APSE
22-07-2022,754.25,757.65,764.95,751.55,2.85M,0.00%,APSE
21-07-2022,754.25,747.7,756.9,741.2,2.64M,1.44%,APSE
20-07-2022,743.55,756.95,756.95,741.9,2.18M,-0.73%,APSE
19-07-2022,749,736.95,751.8,734.05,2.86M,1.25%,APSE
18-07-2022,739.75,736.95,742.5,732.6,2.40M,1.21%,APSE
15-07-2022,730.9,737.7,738.45,726.1,4.13M,0.89%,APSE
14-07-2022,724.45,729,730.8,716.55,2.86M,-0.32%,APSE
13-07-2022,726.75,737.05,739,724.35,2.37M,-0.70%,APSE
12-07-2022,731.9,729,742.9,726.35,5.85M,0.37%,APSE
11-07-2022,729.2,715,732,713.05,3.81M,1.89%,APSE
08-07-2022,715.7,709.9,717.75,706.55,3.88M,1.72%,APSE
07-07-2022,703.6,701,707,695,2.90M,1.33%,APSE
06-07-2022,694.35,678,696.3,677.15,2.63M,2.30%,APSE
05-07-2022,678.75,686.45,694.2,676.95,2.47M,-0.48%,APSE
04-07-2022,682,679.85,684.3,673.1,1.87M,0.60%,APSE
01-07-2022,677.9,670,680,656,3.15M,0.87%,APSE
30-06-2022,672.05,680.55,685.9,666.6,3.50M,-0.85%,APSE
29-06-2022,677.8,675,684.4,667,3.33M,-0.04%,APSE
28-06-2022,678.05,681,683.8,670.25,4.60M,-1.41%,APSE
27-06-2022,687.75,698,698.7,684.9,2.71M,0.20%,APSE
24-06-2022,686.4,683,687.95,677.1,2.74M,1.64%,APSE
23-06-2022,675.3,672.7,683.3,666.2,2.76M,1.05%,APSE
22-06-2022,668.3,684.9,687.85,665.55,2.96M,-3.02%,APSE
21-06-2022,689.1,670.5,691.55,667.1,3.31M,3.91%,APSE
20-06-2022,663.15,671,673.9,653.1,3.51M,-0.87%,APSE
17-06-2022,668.95,677,689.45,663,6.10M,-1.87%,APSE
16-06-2022,681.7,711.95,717.1,677,4.30M,-3.13%,APSE
15-06-2022,703.75,710.9,713.3,701.6,2.45M,-0.13%,APSE
14-06-2022,704.7,695.4,721.8,693.55,6.14M,1.36%,APSE
13-06-2022,695.25,711,714.7,688.8,4.54M,-4.29%,APSE
10-06-2022,726.4,726,732.15,718.2,3.38M,-1.24%,APSE
09-06-2022,735.5,726,737,723.1,2.60M,0.95%,APSE
08-06-2022,728.6,735.55,740,725.35,2.84M,-0.81%,APSE
07-06-2022,734.55,739,742.5,713.4,2.49M,-0.90%,APSE
06-06-2022,741.25,738.5,745,725.3,2.75M,0.18%,APSE
03-06-2022,739.9,758,758.5,738.75,2.96M,-1.14%,APSE
02-06-2022,748.45,737,751.9,730.25,3.54M,1.57%,APSE
01-06-2022,736.9,739.8,743.7,729.05,3.20M,-0.40%,APSE
31-05-2022,739.85,731.1,749,728,6.35M,0.70%,APSE
30-05-2022,734.7,714,737,710,5.55M,4.49%,APSE
27-05-2022,703.1,714.1,714.1,697,5.82M,0.23%,APSE
26-05-2022,701.5,712,719.3,668.15,13.57M,-0.90%,APSE
