Date,Price,Open,High,Low,Vol.,Change %,Symbol
15-09-2025,"1,510.90","1,525.60","1,525.60","1,501.90",4.73M,-0.96%,INFY
12-09-2025,"1,525.60","1,537.00","1,542.90","1,521.10",12.86M,1.05%,INFY
11-09-2025,"1,509.70","1,523.90","1,527.50","1,506.50",8.00M,-1.49%,INFY
10-09-2025,"1,532.60","1,510.10","1,534.90","1,509.30",7.28M,1.88%,INFY
09-09-2025,"1,504.30","1,481.00","1,507.20","1,472.50",13.07M,4.98%,INFY
08-09-2025,"1,432.90","1,451.00","1,458.00","1,428.30",3.81M,-0.81%,INFY
05-09-2025,"1,444.60","1,470.00","1,472.70","1,433.00",5.47M,-1.26%,INFY
04-09-2025,"1,463.00","1,484.00","1,484.00","1,460.10",5.79M,-1.09%,INFY
03-09-2025,"1,479.10","1,500.00","1,501.90","1,473.00",4.62M,-1.31%,INFY
02-09-2025,"1,498.70","1,499.40","1,512.80","1,486.30",5.22M,-0.05%,INFY
01-09-2025,"1,499.40","1,476.70","1,503.40","1,476.20",4.55M,2.03%,INFY
29-08-2025,"1,469.60","1,501.90","1,501.90","1,467.70",8.17M,-2.03%,INFY
28-08-2025,"1,500.10","1,529.60","1,529.60","1,498.00",5.44M,-1.93%,INFY
26-08-2025,"1,529.60","1,523.00","1,538.40","1,518.60",15.99M,-0.16%,INFY
25-08-2025,"1,532.10","1,506.70","1,539.00","1,506.70",10.69M,3.00%,INFY
22-08-2025,"1,487.50","1,498.10","1,504.30","1,486.10",5.54M,-0.59%,INFY
21-08-2025,"1,496.40","1,508.00","1,508.00","1,484.30",6.57M,0.01%,INFY
20-08-2025,"1,496.20","1,440.70","1,499.00","1,440.70",10.41M,3.90%,INFY
19-08-2025,"1,440.00","1,432.70","1,449.40","1,432.70",3.99M,0.29%,INFY
18-08-2025,"1,435.80","1,464.70","1,464.70","1,429.60",7.25M,-0.82%,INFY
14-08-2025,"1,447.70","1,426.20","1,470.00","1,426.20",12.90M,1.48%,INFY
13-08-2025,"1,426.60","1,425.00","1,434.00","1,422.40",10.32M,0.18%,INFY
12-08-2025,"1,424.10","1,428.20","1,441.00","1,421.00",9.90M,-0.29%,INFY
11-08-2025,"1,428.20","1,419.90","1,433.40","1,414.00",6.63M,0.36%,INFY
08-08-2025,"1,423.10","1,425.00","1,433.20","1,417.10",10.05M,-0.96%,INFY
07-08-2025,"1,436.90","1,430.00","1,442.00","1,414.20",9.89M,0.01%,INFY
06-08-2025,"1,436.70","1,452.00","1,456.10","1,430.30",10.57M,-1.62%,INFY
05-08-2025,"1,460.30","1,478.70","1,478.70","1,455.00",10.21M,-1.36%,INFY
04-08-2025,"1,480.50","1,461.50","1,482.80","1,451.00",8.61M,0.74%,INFY
01-08-2025,"1,469.60","1,493.90","1,498.70","1,465.50",8.70M,-2.61%,INFY
31-07-2025,"1,509.00","1,509.70","1,527.10","1,497.00",6.85M,-0.66%,INFY
30-07-2025,"1,519.00","1,519.90","1,521.70","1,506.00",5.72M,0.35%,INFY
29-07-2025,"1,513.70","1,512.90","1,517.20","1,496.10",7.07M,-0.15%,INFY
28-07-2025,"1,516.00","1,513.90","1,519.30","1,482.50",6.44M,0.02%,INFY
25-07-2025,"1,515.70","1,543.40","1,549.50","1,511.30",10.85M,-2.37%,INFY
24-07-2025,"1,552.50","1,580.00","1,582.00","1,548.20",14.17M,-1.40%,INFY
23-07-2025,"1,574.50","1,576.30","1,591.90","1,550.00",8.04M,0.23%,INFY
22-07-2025,"1,570.90","1,565.00","1,585.80","1,565.00",8.47M,-0.85%,INFY
21-07-2025,"1,584.30","1,580.00","1,589.00","1,566.80",3.68M,-0.11%,INFY
18-07-2025,"1,586.10","1,592.10","1,599.30","1,580.00",5.16M,0.16%,INFY
17-07-2025,"1,583.50","1,598.00","1,610.00","1,580.10",7.37M,-1.52%,INFY
16-07-2025,"1,607.90","1,579.00","1,612.00","1,578.50",6.22M,1.41%,INFY
15-07-2025,"1,585.60","1,565.10","1,603.60","1,564.00",7.61M,0.97%,INFY
14-07-2025,"1,570.30","1,591.80","1,591.80","1,559.80",9.17M,-1.54%,INFY
11-07-2025,"1,594.90","1,579.10","1,607.10","1,563.00",11.39M,-1.29%,INFY
10-07-2025,"1,615.80","1,638.90","1,638.90","1,607.10",5.33M,-1.10%,INFY
09-07-2025,"1,633.70","1,637.80","1,638.00","1,623.60",4.58M,-0.31%,INFY
08-07-2025,"1,638.70","1,628.00","1,646.20","1,621.50",4.59M,0.72%,INFY
07-07-2025,"1,627.00","1,640.00","1,644.00","1,623.00",3.29M,-0.84%,INFY
04-07-2025,"1,640.70","1,625.00","1,643.40","1,612.30",4.41M,1.36%,INFY
03-07-2025,"1,618.70","1,618.50","1,632.40","1,615.00",5.26M,0.51%,INFY
02-07-2025,"1,610.50","1,618.00","1,649.00","1,603.40",8.65M,0.23%,INFY
01-07-2025,"1,606.80","1,609.00","1,617.70","1,600.50",4.18M,0.31%,INFY
30-06-2025,"1,601.80","1,615.00","1,615.00","1,594.10",6.29M,-0.39%,INFY
27-06-2025,"1,608.00","1,619.00","1,629.60","1,602.40",8.91M,-0.50%,INFY
26-06-2025,"1,616.00","1,608.80","1,624.00","1,606.60",6.52M,0.07%,INFY
25-06-2025,"1,614.90","1,590.00","1,619.90","1,585.10",7.81M,2.11%,INFY
24-06-2025,"1,581.60","1,601.00","1,609.00","1,576.60",8.08M,-0.15%,INFY
23-06-2025,"1,584.00","1,601.00","1,601.00","1,575.40",7.94M,-2.40%,INFY
20-06-2025,"1,622.90","1,619.00","1,630.70","1,608.90",9.20M,0.28%,INFY
19-06-2025,"1,618.40","1,623.90","1,630.00","1,611.50",5.15M,-0.89%,INFY
18-06-2025,"1,632.90","1,621.00","1,644.70","1,621.00",5.63M,-0.43%,INFY
17-06-2025,"1,639.90","1,620.70","1,647.40","1,615.60",7.62M,0.99%,INFY
16-06-2025,"1,623.80","1,600.00","1,634.80","1,597.10",5.59M,1.36%,INFY
13-06-2025,"1,602.00","1,576.00","1,609.00","1,570.20",6.97M,-0.41%,INFY
12-06-2025,"1,608.60","1,617.00","1,628.00","1,598.10",10.48M,-1.38%,INFY
11-06-2025,"1,631.10","1,590.10","1,634.60","1,590.10",10.60M,2.20%,INFY
10-06-2025,"1,596.00","1,584.00","1,607.50","1,577.50",8.59M,1.47%,INFY
09-06-2025,"1,572.90","1,578.00","1,588.00","1,571.00",2.90M,0.58%,INFY
06-06-2025,"1,563.80","1,554.70","1,568.90","1,543.10",3.96M,0.61%,INFY
05-06-2025,"1,554.30","1,547.90","1,567.70","1,541.60",6.95M,0.20%,INFY
04-06-2025,"1,551.20","1,543.00","1,557.30","1,541.40",4.55M,0.53%,INFY
03-06-2025,"1,543.00","1,559.00","1,567.30","1,535.60",6.85M,-0.70%,INFY
02-06-2025,"1,553.80","1,560.00","1,560.00","1,539.00",4.37M,-0.57%,INFY
30-05-2025,"1,562.70","1,571.00","1,572.00","1,555.10",13.15M,-1.44%,INFY
29-05-2025,"1,585.60","1,589.00","1,608.90","1,576.60",8.61M,0.88%,INFY
28-05-2025,"1,571.80","1,581.00","1,587.70","1,570.00",3.62M,0.11%,INFY
27-05-2025,"1,570.10","1,579.90","1,582.90","1,556.40",7.78M,-0.66%,INFY
26-05-2025,"1,580.50","1,566.60","1,583.80","1,562.70",3.17M,1.00%,INFY
23-05-2025,"1,564.80","1,550.00","1,587.20","1,550.00",5.04M,1.12%,INFY
22-05-2025,"1,547.50","1,555.50","1,560.80","1,540.00",6.16M,-1.34%,INFY
21-05-2025,"1,568.50","1,567.90","1,571.00","1,552.10",4.16M,0.51%,INFY
20-05-2025,"1,560.60","1,570.00","1,583.50","1,558.00",7.14M,0.05%,INFY
19-05-2025,"1,559.80","1,576.50","1,585.00","1,555.70",8.86M,-1.89%,INFY
16-05-2025,"1,589.90","1,612.60","1,612.60","1,581.50",4.58M,-1.43%,INFY
15-05-2025,"1,613.00","1,589.80","1,618.60","1,571.00",11.15M,1.29%,INFY
14-05-2025,"1,592.40","1,574.00","1,595.00","1,569.50",4.87M,1.52%,INFY
13-05-2025,"1,568.60","1,609.00","1,612.20","1,564.60",12.85M,-3.58%,INFY
12-05-2025,"1,626.90","1,537.00","1,632.00","1,532.00",11.37M,7.91%,INFY
09-05-2025,"1,507.60","1,500.70","1,511.40","1,494.10",4.48M,-0.25%,INFY
08-05-2025,"1,511.40","1,508.00","1,516.50","1,501.20",8.42M,0.21%,INFY
07-05-2025,"1,508.30","1,500.00","1,518.80","1,496.60",5.69M,-0.21%,INFY
06-05-2025,"1,511.50","1,506.00","1,515.60","1,499.10",4.27M,0.19%,INFY
05-05-2025,"1,508.60","1,515.00","1,523.00","1,502.80",4.28M,0.12%,INFY
02-05-2025,"1,506.80","1,499.70","1,523.20","1,496.20",8.73M,0.45%,INFY
30-04-2025,"1,500.10","1,496.80","1,508.80","1,482.60",7.70M,0.17%,INFY
29-04-2025,"1,497.50","1,482.00","1,509.80","1,474.10",8.06M,1.04%,INFY
28-04-2025,"1,482.10","1,480.20","1,489.60","1,465.30",5.89M,0.13%,INFY
25-04-2025,"1,480.20","1,475.50","1,501.70","1,463.50",8.33M,0.60%,INFY
24-04-2025,"1,471.40","1,469.90","1,482.90","1,461.50",7.11M,-0.24%,INFY
23-04-2025,"1,474.90","1,446.00","1,487.80","1,439.60",11.14M,3.66%,INFY
22-04-2025,"1,422.80","1,440.00","1,440.00","1,419.30",9.40M,-1.94%,INFY
21-04-2025,"1,451.00","1,410.00","1,471.80","1,410.00",15.65M,2.22%,INFY
17-04-2025,"1,419.50","1,398.00","1,429.80","1,378.30",14.26M,0.45%,INFY
16-04-2025,"1,413.10","1,425.00","1,427.50","1,396.80",12.02M,-0.90%,INFY
15-04-2025,"1,426.00","1,445.60","1,447.70","1,409.00",10.18M,1.17%,INFY
11-04-2025,"1,409.45","1,411.25","1,438.80","1,397.05",12.57M,0.41%,INFY
09-04-2025,"1,403.70","1,405.05","1,409.45","1,381.90",8.55M,-1.76%,INFY
08-04-2025,"1,428.80","1,431.00","1,456.50","1,415.00",12.81M,2.29%,INFY
07-04-2025,"1,396.75","1,352.00","1,405.90","1,307.00",21.72M,-3.78%,INFY
04-04-2025,"1,451.65","1,460.50","1,472.00","1,448.00",9.59M,-3.00%,INFY
03-04-2025,"1,496.50","1,534.65","1,534.65","1,485.05",10.46M,-3.46%,INFY
02-04-2025,"1,550.15","1,535.20","1,555.65","1,535.20",6.19M,1.55%,INFY
01-04-2025,"1,526.50","1,539.25","1,547.40","1,517.85",12.68M,-2.81%,INFY
28-03-2025,"1,570.65","1,590.00","1,598.45","1,560.00",6.80M,-2.05%,INFY
27-03-2025,"1,603.55","1,595.55","1,619.95","1,586.00",9.43M,0.26%,INFY
26-03-2025,"1,599.45","1,626.00","1,637.75","1,595.00",6.65M,-1.78%,INFY
25-03-2025,"1,628.45","1,605.00","1,636.15","1,605.00",9.89M,2.24%,INFY
24-03-2025,"1,592.75","1,597.95","1,607.10","1,572.70",8.86M,0.01%,INFY
21-03-2025,"1,592.55","1,577.95","1,603.90","1,563.65",10.07M,-1.42%,INFY
20-03-2025,"1,615.55","1,592.00","1,631.90","1,592.00",7.19M,1.83%,INFY
19-03-2025,"1,586.55","1,603.00","1,603.00","1,572.80",7.39M,-1.42%,INFY
18-03-2025,"1,609.35","1,597.65","1,612.90","1,582.35",6.30M,1.21%,INFY
17-03-2025,"1,590.05","1,545.15","1,594.00","1,545.15",7.53M,0.65%,INFY
13-03-2025,"1,579.85","1,599.25","1,606.05","1,570.30",7.82M,-0.69%,INFY
12-03-2025,"1,590.85","1,636.90","1,636.90","1,563.80",14.87M,-4.26%,INFY
11-03-2025,"1,661.60","1,680.00","1,680.00","1,637.05",12.67M,-2.34%,INFY
10-03-2025,"1,701.45","1,686.00","1,719.00","1,676.20",7.56M,0.92%,INFY
07-03-2025,"1,686.00","1,703.10","1,705.00","1,675.50",8.02M,-1.74%,INFY
06-03-2025,"1,715.85","1,715.00","1,722.30","1,691.10",10.61M,0.25%,INFY
05-03-2025,"1,711.50","1,692.45","1,732.95","1,692.45",8.18M,1.37%,INFY
04-03-2025,"1,688.30","1,695.00","1,699.00","1,670.00",6.76M,-1.19%,INFY
03-03-2025,"1,708.60","1,692.30","1,728.60","1,692.30",7.50M,1.24%,INFY
28-02-2025,"1,687.70","1,755.05","1,755.10","1,682.45",12.18M,-4.34%,INFY
27-02-2025,"1,764.30","1,755.20","1,775.85","1,751.10",5.76M,-0.19%,INFY
25-02-2025,"1,767.70","1,745.15","1,778.45","1,745.15",5.09M,0.20%,INFY
24-02-2025,"1,764.10","1,800.05","1,808.00","1,750.25",7.59M,-2.80%,INFY
21-02-2025,"1,815.00","1,821.80","1,829.85","1,806.20",3.38M,-0.56%,INFY
20-02-2025,"1,825.15","1,805.55","1,831.00","1,805.55",2.22M,0.79%,INFY
19-02-2025,"1,810.80","1,847.40","1,849.20","1,805.90",4.61M,-2.22%,INFY
18-02-2025,"1,851.95","1,842.30","1,861.65","1,837.60",4.37M,0.52%,INFY
17-02-2025,"1,842.30","1,838.55","1,852.75","1,822.15",4.43M,-0.76%,INFY
14-02-2025,"1,856.40","1,854.00","1,859.30","1,828.35",5.29M,0.71%,INFY
13-02-2025,"1,843.25","1,868.50","1,873.50","1,835.65",5.24M,-1.07%,INFY
12-02-2025,"1,863.15","1,885.00","1,894.60","1,847.00",5.63M,-0.67%,INFY
11-02-2025,"1,875.65","1,883.10","1,903.00","1,870.00",4.41M,-0.25%,INFY
10-02-2025,"1,880.30","1,905.00","1,905.00","1,878.60",3.83M,-1.23%,INFY
07-02-2025,"1,903.65","1,919.30","1,923.70","1,889.45",4.13M,-0.63%,INFY
06-02-2025,"1,915.65","1,917.00","1,924.00","1,900.00",4.77M,0.98%,INFY
05-02-2025,"1,897.05","1,906.00","1,919.70","1,894.30",5.00M,-0.09%,INFY
04-02-2025,"1,898.80","1,889.00","1,911.20","1,875.00",7.33M,1.91%,INFY
03-02-2025,"1,863.30","1,836.00","1,876.55","1,832.40",4.82M,0.65%,INFY
01-02-2025,"1,851.35","1,880.30","1,890.60","1,846.00",1.70M,-1.51%,INFY
31-01-2025,"1,879.80","1,871.00","1,897.45","1,871.00",5.82M,1.07%,INFY
30-01-2025,"1,859.95","1,873.15","1,887.20","1,844.00",7.34M,-1.13%,INFY
29-01-2025,"1,881.25","1,845.00","1,888.65","1,840.50",5.15M,2.81%,INFY
28-01-2025,"1,829.75","1,830.00","1,863.50","1,824.90",7.00M,0.43%,INFY
27-01-2025,"1,822.00","1,848.75","1,863.00","1,812.00",7.65M,-2.85%,INFY
24-01-2025,"1,875.45","1,865.50","1,894.90","1,864.25",4.89M,0.54%,INFY
23-01-2025,"1,865.45","1,858.00","1,879.55","1,852.70",5.91M,0.48%,INFY
22-01-2025,"1,856.45","1,807.40","1,865.80","1,805.15",8.37M,3.10%,INFY
21-01-2025,"1,800.70","1,819.05","1,831.65","1,793.05",7.17M,-0.69%,INFY
20-01-2025,"1,813.30","1,822.95","1,827.95","1,793.15",4.33M,-0.12%,INFY
17-01-2025,"1,815.45","1,851.00","1,858.00","1,812.00",16.41M,-5.86%,INFY
16-01-2025,"1,928.45","1,965.95","1,966.95","1,916.85",7.53M,-1.09%,INFY
15-01-2025,"1,949.65","1,947.00","1,958.05","1,937.10",2.99M,0.49%,INFY
14-01-2025,"1,940.05","1,968.85","1,971.80","1,931.10",5.79M,-1.13%,INFY
13-01-2025,"1,962.20","1,956.00","1,982.80","1,949.00",5.80M,-0.24%,INFY
10-01-2025,"1,966.95","1,937.00","1,977.80","1,932.25",8.04M,2.59%,INFY
09-01-2025,"1,917.30","1,934.05","1,951.85","1,910.55",6.83M,-0.82%,INFY
08-01-2025,"1,933.15","1,930.00","1,938.60","1,888.75",5.48M,0.12%,INFY
07-01-2025,"1,930.85","1,945.00","1,958.55","1,923.65",4.29M,-0.36%,INFY
06-01-2025,"1,937.85","1,952.00","1,973.00","1,928.00",7.16M,-0.05%,INFY
03-01-2025,"1,938.75","1,952.95","1,952.95","1,922.00",6.22M,-0.98%,INFY
02-01-2025,"1,957.85","1,887.00","1,962.65","1,885.30",7.08M,4.00%,INFY
01-01-2025,"1,882.50","1,874.00","1,892.95","1,874.00",1.84M,0.13%,INFY
31-12-2024,"1,880.00","1,892.30","1,897.00","1,845.05",3.61M,-1.36%,INFY
30-12-2024,"1,906.00","1,915.70","1,916.00","1,886.50",7.79M,-0.56%,INFY
27-12-2024,"1,916.75","1,909.40","1,924.15","1,903.90",3.94M,0.49%,INFY
26-12-2024,"1,907.40","1,909.05","1,919.75","1,902.30",3.62M,-0.09%,INFY
24-12-2024,"1,909.05","1,927.05","1,942.00","1,840.00",2.36M,-0.79%,INFY
23-12-2024,"1,924.30","1,930.05","1,940.00","1,909.00",2.78M,0.11%,INFY
20-12-2024,"1,922.15","1,975.15","1,979.95","1,911.25",11.06M,-1.24%,INFY
19-12-2024,"1,946.20","1,934.00","1,959.75","1,920.00",5.32M,-1.66%,INFY
18-12-2024,"1,979.15","1,966.80","1,984.95","1,961.60",3.06M,0.13%,INFY
17-12-2024,"1,976.60","1,968.00","1,982.00","1,958.00",5.81M,-0.17%,INFY
16-12-2024,"1,980.05","1,995.45","1,999.60","1,977.60",3.12M,-0.98%,INFY
13-12-2024,"1,999.70","1,969.75","2,006.45","1,953.80",5.36M,0.64%,INFY
